theta_deg,phi_deg,S_normal,S_tangent,x_plane,y_plane,distance_from_balance
18.05,71.95,0.09600505805098473,0.9039949419490152,-26.95,0.8079898838980305,26.962109480759874
18.1,71.9,0.09651984392809904,0.9034801560719009,-26.9,0.8069603121438018,26.912101087528917
18.15,71.85,0.09703585887574212,0.9029641411242578,-26.85,0.8059282822485156,26.862092628760855
18.200000000000003,71.8,0.09755310132204298,0.902446898677957,-26.799999999999997,0.804893797355914,26.812084104467186
18.25,71.75,0.09807156969139133,0.9019284303086087,-26.75,0.8038568606172174,26.762075514659944
18.3,71.7,0.09859126240444271,0.9014087375955573,-26.7,0.8028174751911146,26.71206685935164
18.35,71.65,0.09911217787812296,0.900887822121877,-26.65,0.801775644243754,26.66205813855529
18.4,71.6,0.09963431452563326,0.9003656854743667,-26.6,0.8007313709487334,26.61204935228442
18.450000000000003,71.55,0.10015767075645475,0.8998423292435452,-26.549999999999997,0.7996846584870905,26.562040500553028
18.5,71.5,0.10068224497635357,0.8993177550236464,-26.5,0.7986355100472928,26.51203158337566
18.55,71.45,0.10120803558738571,0.8987919644126143,-26.45,0.7975839288252287,26.462022600767316
18.6,71.4,0.10173504098790181,0.8982649590120982,-26.4,0.7965299180241965,26.412013552743524
18.65,71.35,0.10226325957255211,0.8977367404274479,-26.35,0.7954734808548958,26.362004439320305
18.700000000000003,71.3,0.10279268973229101,0.897207310267709,-26.299999999999997,0.7944146205354179,26.311995260514173
18.75,71.25,0.10332332985438246,0.8966766701456175,-26.25,0.793353340291235,26.26198601634216
18.8,71.2,0.10385517832240466,0.8961448216775953,-26.2,0.7922896433551907,26.211976706821787
18.85,71.15,0.104388233516255,0.8956117664837451,-26.15,0.79122353296749,26.16196733197107
