coherence,b_minor,focus_c,focus_separation,residual,coupling_cost,between_focus_storage
0.3291457286432161,0.3291457286432161,0.9442791373931367,1.8885582747862735,0.6708542713567839,1.2669473853465703,0.8723317553721417
0.32537688442211055,0.32537688442211055,0.9455844135156631,1.8911688270313263,0.6746231155778895,1.275826206175656,0.8784450931863654
0.3216080402010051,0.3216080402010051,0.9468728892929973,1.8937457785859946,0.6783919597989949,1.2847019100960264,0.8845562849142699
0.3178391959798995,0.3178391959798995,0.9481446332173437,1.8962892664346873,0.6821608040201005,1.2935742106457728,0.8906651333181302
0.31407035175879405,0.31407035175879405,0.949399712526872,1.898799425053744,0.685929648241206,1.3024428217077189,0.8967714413975806
0.3103015075376885,0.3103015075376885,0.950638193225918,1.901276386451836,0.6896984924623115,1.3113074574900225,0.9028750123762572
0.3065326633165829,0.3065326633165829,0.9518601401046493,1.9037202802092985,0.6934673366834171,1.3201678325069508,0.9089756496885623
0.30276381909547745,0.30276381909547745,0.9530656167582172,1.9061312335164344,0.6972361809045226,1.3290236615598254,0.9150731569665432
0.2989949748743719,0.2989949748743719,0.9542546856054068,1.9085093712108137,0.7010050251256281,1.3378746597181332,0.9211673380268879
0.2952261306532664,0.2952261306532664,0.9554274079067967,1.9108548158135934,0.7047738693467336,1.3467205423007862,0.9272579968580206
0.29145728643216084,0.29145728643216084,0.9565838437824472,1.9131676875648944,0.7085427135678392,1.3555610248575383,0.9333449376073073
0.2876884422110553,0.2876884422110553,0.9577240522291253,1.9154481044582505,0.7123115577889447,1.3643958231505378,0.9394279645683542
0.2839195979899498,0.2839195979899498,0.9588480911370817,1.9176961822741634,0.7160804020100502,1.3732246531360215,0.9455068821684031
0.28015075376884424,0.28015075376884424,0.9599560173063911,1.9199120346127823,0.7198492462311558,1.382047230946136,0.9515814949558151
0.27638190954773867,0.27638190954773867,0.961047886462868,1.922095772925736,0.7236180904522613,1.3908632728708843,0.9576516075876402
0.2726130653266332,0.2726130653266332,0.9621237532735676,1.9242475065471352,0.7273869346733668,1.39967249534019,0.9637170248172682
0.26884422110552764,0.26884422110552764,0.9631836713618863,1.9263673427237726,0.7311557788944724,1.408474614906075,0.9697775514821568
0.2650753768844222,0.2650753768844222,0.9642276933222679,1.9284553866445358,0.7349246231155778,1.4172693482249414,0.9758329924916334
0.2613065326633166,0.2613065326633166,0.9652558707345297,1.9305117414690594,0.7386934673366834,1.4260564120399584,0.9818831528147662
0.25753768844221103,0.25753768844221103,0.966268254177815,1.93253650835563,0.742462311557789,1.4348355231635395,0.9879278374683012
0.25376884422110557,0.25376884422110557,0.9672648932441849,1.9345297864883697,0.7462311557788944,1.443606398459914,0.9939668515046604
0.25,0.25,0.9682458365518543,1.9364916731037085,0.75,1.4523687548277815,1.0
