theta_rad,theta_deg,A_observable,B_complement,G_coupling,A_plus_B
0.2811725424962865,16.11,0.9230035528339211,0.0769964471660789,0.07106799428988012,1.0
0.2827433388230814,16.2,0.9221639627510075,0.07783603724899248,0.07177758855436593,1.0
0.2843141351498763,16.290000000000003,0.9213202060802161,0.07867979391978389,0.07248928394852423,1.0
0.2858849314766712,16.380000000000003,0.9204722911490846,0.07952770885091548,0.0732030523758395,1.0
0.28745572780346607,16.47,0.9196202263261909,0.08037977367380916,0.07391886565795638,1.0
0.289026524130261,16.56,0.9187640200210707,0.08123597997892913,0.07463669553579215,0.9999999999999999
0.2905973204570559,16.650000000000002,0.9179036806841352,0.08209631931586488,0.07535651367065244,1.0
0.2921681167838508,16.740000000000002,0.9170392168065856,0.08296078319341442,0.07607829164534971,1.0
0.29373891311064565,16.83,0.9161706369203318,0.08382936307966828,0.07680200096532544,1.0000000000000002
0.29530970943744056,16.92,0.9152979495979062,0.08470205040209366,0.07752761305977483,0.9999999999999999
0.29688050576423547,17.01,0.914421163452381,0.08557883654761905,0.07825509928277496,1.0
0.2984513020910304,17.1,0.9135402871372809,0.08645971286271911,0.07898443091441527,1.0
0.30002209841782523,17.189999999999998,0.9126553293464998,0.0873446706535002,0.07971557916193178,1.0
0.30159289474462014,17.28,0.9117662988142137,0.08823370118578629,0.08044851516084366,1.0
0.30316369107141505,17.37,0.910873204314795,0.08912679568520486,0.0811832099760926,0.9999999999999999
0.30473448739820996,17.46,0.9099760546627261,0.09002394533727384,0.08191963460318537,1.0
0.3063052837250049,17.55,0.9090748587125116,0.09092514128748831,0.08265775996933859,0.9999999999999999
0.3078760800517997,17.64,0.908169625358592,0.091830374641408,0.08339755693462665,1.0
0.30944687637859464,17.73,0.9072603635352547,0.09273963646474533,0.0841389962931322,1.0
0.31101767270538955,17.82,0.906347082216547,0.09365291778345305,0.08488204877409884,1.0
0.31258846903218446,17.910000000000004,0.9054297904161867,0.09457020958381329,0.08562668504308692,1.0
0.3141592653589793,18.0,0.9045084971874736,0.09549150281252627,0.08637287570313155,0.9999999999999999
0.3157300616857742,18.09,0.9035832116232002,0.09641678837679986,0.08712059129590326,1.0
0.31730085801256913,18.18,0.9026539428555609,0.09734605714443903,0.08786980230287063,0.9999999999999999
0.31887165433936404,18.270000000000003,0.9017207000560639,0.0982792999439362,0.08862047914646602,1.0
0.3204424506661589,18.36,0.9007834924354383,0.0992165075645617,0.08937259219125297,1.0
0.3220132469929538,18.45,0.8998423292435452,0.10015767075645475,0.09012611174509635,1.0
0.3235840433197487,18.540000000000003,0.8988972197692855,0.10110278023071452,0.09088100806033436,1.0
0.3251548396465436,18.630000000000003,0.8979481733405079,0.1020518266594921,0.09163725133495308,1.0
0.3267256359733385,18.72,0.8969951993239178,0.10300480067608234,0.0923948117137629,1.0000000000000002
0.3282964323001334,18.81,0.8960383071249836,0.10396169287501648,0.09315365928957724,1.0
0.3298672286269283,18.900000000000002,0.8950775061878451,0.10492249381215481,0.09391376410439313,0.9999999999999999
0.3314380249537232,18.990000000000002,0.89411280599522,0.10588719400477999,0.09467509615057407,1.0
0.33300882128051806,19.08,0.8931442160683094,0.10685578393169054,0.0954376253720344,1.0
0.334579617607313,19.17,0.8921717459667051,0.10782825403329498,0.09620132166542619,1.0
0.3361504139341079,19.26,0.8911954052882941,0.10880459471170595,0.09696615488132737,1.0
